0.7177,-2.1138, 1
0.6259,1.6304, 1
1.7229,1.6341, 1
0.9462,0.8236, 1
-0.4696,-0.3449, 1
-0.3981,0.5068, 1
0.5765,-0.5753, 1
-0.9389,0.6849, 1
-0.1669,1.9472, 1
0.6041,0.2641, 1
-1.2604,0.2151, 1
0.3522,0.1975, 1
0.6555,0.5292, 1
-0.0166,1.1510, 1
0.0855,2.0197, 1
0.0777,-0.5620, 1
-1.3414,0.0273, 1
0.8210,0.4835, 1
-1.5024,-2.1015, 1
-1.3642,0.9892, 1
1.7637,0.4372, 1
-0.1946,-1.0667, 1
-1.0183,0.5089, 1
1.1056,-0.2697, 1
-1.0297,0.1222, 1
-0.0356,1.0282, 1
0.2189,-0.1616, 1
0.8203,1.1877, 1
2.3719,2.2643, 1
-0.3499,-1.4399, 1
-0.0391,0.2098, 1
-1.4576,-1.4327, 1
0.5590,1.8415, 1
-0.2968,-0.3028, 1
-1.3411,-2.5280, 1
-2.8152,-1.0969, 1
-0.2370,-0.4983, 1
1.1735,0.9200, 1
0.7847,0.8995, 1
-0.1088,1.5884, 1
0.5118,-0.4504, 1
-0.1597,-0.1946, 1
1.4269,0.9278, 1
0.2367,0.2604, 1
1.8092,2.1097, 1
-0.7766,0.1740, 1
0.3887,0.2692, 1
-0.4301,0.6860, 1
0.6908,0.8629, 1
0.5145,-0.5259, 1
1.7541,-1.1959, 1
0.2861,0.4377, 1
-1.0605,-0.0895, 1
1.2599,0.8387, 1
-0.1585,-0.1002, 1
-0.6158,0.8539, 1
1.5811,1.0946, 1
0.8384,1.4342, 1
-0.2272,0.7041, 1
-0.0244,-0.7714, 1
0.3919,-0.3160, 1
1.2600,0.2568, 1
-0.6086,0.4186, 1
-1.0823,0.8753, 1
0.8783,-0.2389, 1
1.4321,1.7317, 1
-0.1514,-0.1600, 1
0.9588,0.0899, 1
0.6191,0.2470, 1
-0.4898,0.0316, 1
-1.2476,0.4185, 1
2.4705,-0.7225, 1
-2.7647,-3.0257, 1
-0.7289,0.3915, 1
1.4513,1.3385, 1
-0.2983,-0.8859, 1
-0.4215,-1.9230, 1
-0.3980,0.7587, 1
0.6913,-0.2532, 1
-0.7215,0.8140, 1
-0.2303,1.2099, 1
0.5412,0.0836, 1
0.3272,0.2402, 1
0.1396,0.6068, 1
1.5699,2.0279, 1
0.9262,-0.1877, 1
1.2481,1.3415, 1
0.5330,0.5946, 1
-0.1065,0.2129, 1
-0.6386,-0.2649, 1
0.2491,-0.2598, 1
0.5815,1.4587, 1
-1.0820,-0.9788, 1
0.7441,0.3819, 1
1.5188,0.6532, 1
-0.5825,0.0088, 1
-1.2659,-0.6211, 1
1.3350,-0.1127, 1
-0.1095,0.1960, 1
1.5007,1.1465, 1
1.0727,2.8041, -1
0.9711,1.0639, -1
0.8669,1.0703, -1
1.1387,2.2154, -1
0.6144,-0.3001, -1
1.6830,2.2996, -1
1.2644,-1.2117, -1
-0.3519,0.0260, -1
0.9243,1.7352, -1
0.1828,2.5940, -1
-0.7969,1.6600, -1
0.0060,0.9390, -1
0.0829,0.0480, -1
0.9269,2.9334, -1
2.5404,3.4524, -1
2.1674,0.9650, -1
2.0873,0.1249, -1
0.7690,1.4695, -1
1.4082,-0.3406, -1
1.2817,-2.4005, -1
3.0100,-1.2726, -1
-0.0494,2.4873, -1
2.1502,0.5680, -1
1.2384,0.8108, -1
3.1331,-0.7754, -1
0.6955,0.2677, -1
1.1935,1.6253, -1
0.3141,3.7765, -1
2.1295,-0.8666, -1
1.6585,3.0969, -1
-0.6999,1.1615, -1
1.6678,1.0493, -1
1.1450,-0.0510, -1
1.7138,2.0545, -1
1.6097,1.5458, -1
0.6267,1.6358, -1
1.0006,3.2130, -1
1.7828,-0.4217, -1
1.4319,0.0394, -1
1.2488,1.1498, -1
-0.2875,0.7438, -1
1.7152,2.1574, -1
1.0192,1.8916, -1
1.6148,1.5604, -1
1.9100,0.5536, -1
2.5746,-0.0384, -1
1.5803,2.0488, -1
0.5728,-0.0865, -1
0.2214,1.1309, -1
0.6937,2.5303, -1
2.5732,0.5535, -1
1.3207,0.5374, -1
2.3283,1.5635, -1
3.7531,2.3307, -1
0.1370,-1.3854, -1
0.7955,0.0803, -1
2.4442,2.1193, -1
1.8552,2.1562, -1
1.6226,0.7329, -1
1.5966,0.7047, -1
-0.3879,1.1681, -1
0.9978,1.7061, -1
1.4750,2.2371, -1
1.7307,-0.1742, -1
0.0497,-0.9241, -1
0.2824,1.6982, -1
1.3931,0.3940, -1
0.5700,-0.6089, -1
0.2166,0.3498, -1
1.8432,1.7459, -1
1.8376,1.8264, -1
2.2269,2.1836, -1
0.5907,2.5319, -1
0.7535,1.9931, -1
3.7573,1.9903, -1
2.4844,2.0096, -1
1.7097,1.0803, -1
0.5655,0.2005, -1
1.1253,1.2910, -1
3.0233,1.9298, -1
0.0034,-0.7213, -1
2.5368,0.2234, -1
0.3052,2.8610, -1
2.4955,1.2280, -1
2.2425,0.5027, -1
0.0218,-0.5724, -1
1.3796,-1.1266, -1
1.0153,1.3989, -1
-0.6188,2.0726, -1
1.4187,1.7320, -1
0.0937,-0.7518, -1
2.0997,0.0244, -1
1.3342,0.9561, -1
1.1020,-0.1147, -1
1.0333,0.3843, -1
0.4844,3.4222, -1
2.9367,1.8980, -1
1.0797,0.6772, -1
1.8770,0.9338, -1
1.6694,0.6767, -1
