0.1363,0.5861, 1
1.5985,0.7568, 1
-0.0179,0.4179, 1
-2.7473,-0.9575, 1
0.3327,1.1452, 1
0.3346,1.6193, 1
-0.4916,-0.9430, 1
1.5934,1.9558, 1
-0.7230,-0.5991, 1
0.5858,1.1473, 1
0.6007,-1.1334, 1
1.6615,0.4063, 1
-1.4250,-2.5512, 1
0.1811,0.7731, 1
0.1295,-0.5560, 1
-0.1288,-1.2945, 1
0.2463,-0.6422, 1
-1.0845,-0.5798, 1
0.9603,-0.4278, 1
-0.9344,-0.0938, 1
0.1661,1.5000, 1
-1.0224,-0.4617, 1
-0.2799,0.0072, 1
0.1679,0.9097, 1
0.2818,-0.1059, 1
0.1208,0.2203, 1
1.1254,0.1678, 1
0.1210,0.5261, 1
1.8294,0.3332, 1
-0.2177,1.2654, 1
-0.7404,0.3156, 1
1.5184,-1.0005, 1
-1.8561,-2.1351, 1
0.9285,0.0587, 1
-0.2455,-0.2001, 1
-0.4754,-0.6600, 1
0.6396,0.1836, 1
-1.9128,-0.1550, 1
-0.5026,0.9215, 1
-0.8565,-1.0406, 1
1.9769,3.0456, 1
-1.5365,-1.3326, 1
-0.0102,0.7435, 1
-1.4673,-0.9065, 1
0.6168,0.5000, 1
1.4464,0.6386, 1
1.1459,0.5339, 1
0.3315,-0.6138, 1
-1.6697,-1.7128, 1
-1.2124,-0.7499, 1
1.5791,-0.7147, 1
-0.8890,-0.3750, 1
-1.0230,-0.6972, 1
0.0509,0.5056, 1
1.2180,-0.0458, 1
0.0195,-0.4675, 1
-1.3425,-1.4054, 1
-0.9078,-0.3818, 1
-0.5090,-0.0245, 1
0.9052,-0.9595, 1
-1.1312,-0.4722, 1
-0.2473,0.1855, 1
2.4899,2.4239, 1
-0.2414,0.7802, 1
-1.1403,-0.5246, 1
-1.6333,-1.2861, 1
0.4166,-0.3890, 1
-0.2761,0.8632, 1
0.6549,1.3360, 1
0.5282,0.4889, 1
0.5087,-0.3277, 1
-0.5726,0.5088, 1
1.5016,2.0212, 1
1.6246,1.4247, 1
-0.3409,-0.2410, 1
0.4568,0.4324, 1
0.0542,2.0220, 1
-0.3463,0.3455, 1
1.6839,1.4698, 1
-0.6443,-1.3482, 1
-0.1616,-1.3196, 1
0.9958,0.9010, 1
0.2292,0.3840, 1
-0.5671,-1.4088, 1
0.6358,0.7548, 1
-1.4020,-2.0292, 1
-0.0493,-0.5483, 1
-1.2985,-1.9775, 1
2.3744,0.7417, 1
0.1835,-0.7297, 1
-0.4063,-0.2014, 1
1.4856,0.7214, 1
-1.2181,1.2575, 1
-0.3053,0.5205, 1
-0.7423,0.1427, 1
-0.9748,0.8113, 1
-0.3296,-0.1367, 1
0.0945,-0.0912, 1
0.4431,-1.0947, 1
-0.8873,-0.5208, 1
1.8494,0.8484, -1
3.7395,2.3958, -1
1.1999,2.6992, -1
2.6583,1.9531, -1
3.9050,1.5666, -1
4.1361,5.5920, -1
2.7726,4.2491, -1
2.8892,5.9077, -1
4.0036,2.4283, -1
1.8454,2.5483, -1
4.2838,3.3377, -1
3.6199,3.0187, -1
3.1143,5.5899, -1
3.0059,2.0570, -1
1.0089,2.4786, -1
3.2340,2.8997, -1
4.8254,4.7661, -1
3.7512,4.7334, -1
3.1046,4.6821, -1
2.7664,2.8222, -1
2.1180,4.0310, -1
0.4017,2.8041, -1
3.2279,5.2438, -1
3.7415,4.6581, -1
3.8941,0.6166, -1
3.1091,0.5855, -1
3.1533,3.4822, -1
3.5731,0.8722, -1
3.6893,2.3369, -1
4.5424,2.8325, -1
2.8481,5.2497, -1
0.9657,3.3708, -1
2.6032,3.0130, -1
6.1891,1.5228, -1
3.3104,5.0563, -1
1.6685,6.1091, -1
1.8315,3.8159, -1
2.7147,-1.3032, -1
2.0267,3.7688, -1
3.9516,5.1965, -1
3.4796,0.1058, -1
4.1053,1.9285, -1
2.9978,3.6191, -1
4.0018,3.2162, -1
4.4097,2.4066, -1
3.0173,4.9533, -1
1.9640,3.4241, -1
4.1003,0.7356, -1
3.8100,5.2197, -1
3.4417,0.8670, -1
3.1445,5.1868, -1
2.5613,2.5302, -1
1.2843,2.5702, -1
4.8778,6.4311, -1
4.0444,2.7277, -1
3.5651,3.2532, -1
2.3200,4.5699, -1
2.6349,4.1604, -1
3.4393,3.4875, -1
3.1428,3.7609, -1
1.5487,6.0247, -1
1.7744,5.3759, -1
3.0278,6.5525, -1
4.1031,5.4193, -1
2.4467,3.5806, -1
3.6783,7.2999, -1
2.2950,1.2926, -1
1.5285,3.3662, -1
2.4412,3.3522, -1
3.2052,1.7823, -1
2.5464,3.2145, -1
3.4912,2.5149, -1
2.4243,2.6928, -1
3.1929,1.3797, -1
2.2715,3.7034, -1
2.1654,3.0368, -1
4.7030,1.6003, -1
1.8723,3.2056, -1
3.9077,4.3716, -1
3.5911,1.0123, -1
2.3069,3.2371, -1
1.4997,7.9992, -1
2.4206,5.4175, -1
2.9087,2.4827, -1
2.8963,3.5857, -1
2.7217,2.1173, -1
2.4308,-0.8611, -1
4.5564,3.7681, -1
2.5568,4.9342, -1
3.1313,3.9791, -1
2.6645,2.6532, -1
1.2215,4.5897, -1
3.1787,3.4934, -1
4.1866,3.2272, -1
3.0706,4.9986, -1
3.2666,1.9556, -1
2.6961,3.5858, -1
2.3639,3.3919, -1
4.2678,1.5673, -1
3.2940,2.3545, -1
