0.1046,0.1733, 1
1.1656,0.7094, 1
0.3783,0.8763, 1
-0.3248,1.1492, 1
-0.0087,1.0405, 1
0.6086,0.7961, 1
-0.5630,-0.8884, 1
-0.0729,0.7246, 1
-1.5797,0.2550, 1
-0.2835,0.6665, 1
-0.8306,-1.7755, 1
0.6593,0.6031, 1
-0.4097,0.5413, 1
-1.6579,-0.1837, 1
1.1582,-0.0669, 1
-0.1137,-0.2227, 1
1.1585,0.9843, 1
0.3617,-0.7581, 1
0.9503,1.2420, 1
0.7837,-0.1075, 1
0.4515,0.4153, 1
0.0295,0.8288, 1
-0.1305,0.6679, 1
0.6925,0.5649, 1
-0.9474,0.0181, 1
1.6118,0.3763, 1
0.4777,-0.1805, 1
0.1868,0.0309, 1
0.8853,-1.5814, 1
2.0780,1.7259, 1
-0.2022,1.8884, 1
1.1004,1.0193, 1
-0.9679,-0.6891, 1
-0.6445,-1.1492, 1
-0.3252,0.5219, 1
0.2080,-1.0384, 1
-0.7882,-0.4872, 1
0.7739,-1.3530, 1
-0.2054,0.2586, 1
-0.4009,-0.1853, 1
0.5300,0.0466, 1
0.6910,0.1173, 1
-3.1625,-1.9861, 1
-1.0061,-0.9497, 1
-0.9986,-0.2084, 1
0.7644,-0.8541, 1
0.1015,-1.3535, 1
-0.7208,0.4351, 1
1.0193,0.1105, 1
-0.6054,0.1826, 1
-0.5011,-0.2337, 1
0.6191,-0.9619, 1
-1.8560,-0.7240, 1
0.3663,0.1006, 1
0.6482,2.1812, 1
1.6858,1.7376, 1
-0.1196,-0.8341, 1
-2.2102,0.1407, 1
-3.4350,-1.7174, 1
-1.8995,0.6664, 1
1.5339,0.7359, 1
-1.2939,0.8461, 1
1.2912,0.6403, 1
0.4760,1.3967, 1
1.5859,3.1148, 1
1.8691,2.0120, 1
-0.7977,-1.0861, 1
-1.2909,-0.3250, 1
0.2206,-0.2423, 1
-1.0551,0.5761, 1
1.1648,1.6236, 1
-0.5838,-2.3818, 1
1.6572,1.5291, 1
-0.4233,-1.0553, 1
-0.6238,-0.4961, 1
1.6993,0.0224, 1
0.2817,0.3751, 1
1.2574,0.8446, 1
-0.5780,-0.6317, 1
0.3450,-0.1113, 1
0.5572,-0.4922, 1
0.3156,0.2388, 1
1.6137,1.2855, 1
-0.7049,0.4162, 1
0.2432,0.8813, 1
3.1457,1.7451, 1
0.0456,0.2194, 1
0.6974,0.2523, 1
-0.5079,-1.1551, 1
0.2046,-0.4573, 1
0.2439,1.5249, 1
1.1616,0.1723, 1
0.3403,-0.1369, 1
-0.5564,1.2453, 1
2.0050,1.3858, 1
-0.7563,-0.9887, 1
1.6686,1.3383, 1
-1.1652,0.1354, 1
-0.6050,-0.4468, 1
1.4744,1.0710, 1
2.1675,3.3811, -1
2.9593,5.5726, -1
2.3665,8.9836, -1
3.1688,6.7534, -1
3.3603,7.3091, -1
4.4750,8.9792, -1
3.8668,6.6284, -1
2.3018,6.2903, -1
2.3992,7.9067, -1
3.2598,5.9463, -1
2.6314,9.3370, -1
1.0753,4.0969, -1
4.1674,4.7478, -1
2.1068,4.2060, -1
3.2517,6.1654, -1
4.0750,5.5290, -1
2.9763,4.4663, -1
3.0004,7.3586, -1
2.5011,3.4404, -1
4.1438,7.6525, -1
3.2443,7.2006, -1
2.2826,5.5339, -1
3.4255,9.4819, -1
3.2070,6.3184, -1
1.3647,5.2191, -1
3.0466,8.1712, -1
4.6380,5.5564, -1
3.1712,5.8430, -1
4.2531,6.3658, -1
3.5019,4.3371, -1
0.3927,8.1726, -1
3.1694,6.8644, -1
2.4464,3.8930, -1
3.6063,6.8185, -1
2.8094,6.1983, -1
3.2379,6.5699, -1
1.5461,6.3607, -1
2.3795,7.0085, -1
2.2750,8.1975, -1
2.8114,8.2890, -1
1.2398,6.1162, -1
2.5992,6.7866, -1
3.6706,6.3226, -1
4.6510,4.9957, -1
2.3150,6.4778, -1
1.6348,5.5806, -1
2.9458,5.8560, -1
3.4697,6.9588, -1
4.1095,5.4357, -1
3.0544,6.7860, -1
3.6753,4.9139, -1
3.3431,8.2905, -1
2.0261,5.4034, -1
2.0095,7.1737, -1
1.0772,9.7063, -1
2.3481,8.3930, -1
2.8954,9.8701, -1
0.8764,5.8301, -1
2.9250,5.2495, -1
2.8160,5.6681, -1
2.3846,4.9069, -1
2.8980,6.2224, -1
3.1268,5.5245, -1
0.3665,5.1199, -1
2.5001,4.5355, -1
1.5659,8.2324, -1
2.5475,3.9851, -1
3.9107,6.3638, -1
4.7314,8.1398, -1
3.8967,5.2528, -1
3.3189,4.7274, -1
2.5563,6.5460, -1
3.8033,6.8582, -1
2.1444,5.0916, -1
5.0530,6.7363, -1
2.3849,3.8354, -1
1.2279,6.4984, -1
1.7521,4.6406, -1
4.4451,5.8977, -1
3.9238,5.7334, -1
1.8900,6.6696, -1
4.4852,8.3735, -1
3.4256,6.7188, -1
2.6037,7.5417, -1
1.2835,4.7323, -1
3.3411,6.3446, -1
2.5404,4.9848, -1
2.9165,4.8255, -1
3.5807,4.3768, -1
3.5083,4.8275, -1
3.9657,6.4568, -1
3.2998,4.3343, -1
4.4061,7.1333, -1
1.6448,5.6118, -1
2.9731,9.1206, -1
3.5524,3.0385, -1
4.6687,8.2409, -1
1.8262,5.3094, -1
1.4806,5.2746, -1
2.0618,5.6708, -1
