4.6884, 1.0880, 1.5726, 0.8727, 1.1278, -0.5531, -1.4689, 1.0496, -3.4956, 1.2819, 0.9159, -1.0202, 0.3268, -1.3144, -1.6164, 1.6542, 0.3305, 3.4273, 4.5137, 1.1839, 1
0.5242, 2.9336, -2.9550, -2.0077, -0.2336, 0.6764, 0.2891, 0.3196, 1.3990, 0.1264, 1.1064, 0.5710, -0.8610, -1.3061, -1.6340, 0.8396, -0.2023, 3.2939, 0.4124, 3.4583, 1
-1.7204, 0.3409, -1.9687, 0.0006, 1.7771, -0.2712, -0.0547, 1.1255, 3.7323, -1.0570, -1.3083, -0.6000, 0.2547, -0.8304, 0.9678, 1.7750, -1.6037, 3.2266, -1.9638, 1.0574, 1
0.6686, 3.6096, -0.6521, 0.3990, 1.1799, 1.7929, -0.0540, 3.3601, -1.7410, -1.2848, 0.3241, -1.2693, -2.3953, 2.5678, 1.6653, -3.7087, 1.7192, 2.0650, -1.8131, 2.2391, 1
-2.5418, -0.8558, -0.2815, 0.8414, 0.6798, 0.3836, -1.4812, 2.6708, 1.1541, -0.9322, -0.9848, 2.4376, 1.1116, -1.5677, -0.6775, 1.7811, -3.4167, -1.5015, 1.2484, -2.1184, 1
2.7830, -1.9325, -2.3995, -2.3030, 0.0718, -0.7120, -1.3360, 0.1914, -1.3937, 0.4392, 1.1244, 0.6217, -1.8714, 1.5630, 0.2802, 1.4428, 1.6900, -0.6724, 1.3567, -1.2279, 1
1.0164, -2.8083, 1.1735, 0.0452, -2.9069, 0.5785, -0.9223, 3.6680, 0.3421, 3.9889, 1.2627, -1.4949, 0.5294, 0.4212, 1.4968, -2.7036, -0.4363, -1.0013, 0.4105, 0.3478, 1
0.5678, 1.1682, -0.3015, 1.3512, -0.6638, -0.7090, 0.5950, 0.3400, -1.7022, 3.8652, -1.6825, -2.6368, 1.9636, 0.9148, 0.6815, -1.0921, -2.4219, -0.3799, -0.0791, 0.0215, 1
0.1622, 2.1492, -1.9013, -3.3048, -0.6584, -2.8857, -4.7406, 2.6372, 0.3083, -1.0857, -0.6774, 3.0198, 1.9572, 1.5550, 0.5731, -1.8413, -0.2172, -1.6378, 3.5153, -1.8123, 1
-2.2629, -2.8283, 1.3893, -2.8883, 1.0546, 0.4962, -0.3564, 4.3197, -0.9479, 0.8604, -2.1401, -1.3829, 1.3062, -1.3372, -0.0596, 1.1924, 0.1412, -0.7191, 0.0929, -3.6635, 1
-0.4841, 1.8407, 3.0346, 1.2047, 0.2661, 0.2904, -1.3266, 1.6668, 1.5637, -0.9317, -2.6841, 0.7539, 2.1822, -0.7758, 0.4611, 0.7146, 1.7126, 0.8900, -1.6077, 1.4669, 1
-0.5169, 0.0505, 1.5398, -3.1857, 1.4958, -1.8647, -1.0053, 2.0941, 2.0815, -1.4211, -1.7833, -2.6411, -1.4807, 2.7762, 0.3213, -1.7217, -0.2285, -2.3124, -0.1547, 1.2100, 1
-2.4407, 1.5085, 2.7467, 1.6102, -0.9541, 1.6317, -1.6894, -1.8271, 3.7506, -2.1949, -1.3906, -0.4390, 0.1571, 2.2893, 1.3755, 2.3551, 1.3371, 0.5096, -2.4102, 0.2555, 1
-1.2635, -1.2473, -0.4941, 3.6209, 1.7391, 1.7873, -1.8726, -0.0006, -0.3808, 0.5071, 1.4451, -0.2432, 0.2064, 1.1531, 0.7060, 1.3992, -4.7397, -1.7063, -0.2689, -1.7550, 1
-1.8835, -4.4475, 1.1449, -0.5766, -1.6084, 2.9721, -0.8119, 1.4897, 0.3985, 1.0715, -3.5551, -0.2886, -0.7723, 1.1880, 4.8238, 2.6392, 2.2347, -2.5605, 0.3711, -0.4166, 1
-2.4612, 0.5571, 1.7447, 0.5712, 1.5944, 2.3368, -0.6545, 3.3869, -1.4866, -0.3849, -0.0887, -0.7606, -2.5999, 1.8331, 3.2129, 0.8699, 0.1985, -0.6382, 0.7956, 1.0141, 1
-0.3151, -1.0448, -4.4213, -0.0553, 2.4373, 0.1056, -2.6715, -1.4222, -2.7698, -3.5833, 2.6150, 0.3026, 0.8027, -3.8217, 0.9425, 1.2095, 2.1702, -1.8158, -2.2193, 2.2114, 1
1.1174, -0.5155, 1.3090, 3.0452, 0.5318, 0.9179, 1.6283, 1.2925, -0.2447, 0.1481, -3.2629, -2.2762, 4.5055, -1.0610, -2.9704, 2.3383, 3.1159, -2.2739, 0.0582, -0.3814, 1
-0.5343, -1.4585, -1.4396, -0.8555, 0.9575, -0.3300, 0.4012, 0.2692, -0.3390, -1.1295, -1.4856, -0.6469, -0.0277, -2.4823, -1.3614, 1.6994, -1.4149, 0.2118, -2.4712, 2.1832, 1
2.3414, 0.4455, 0.2184, 0.8072, -0.2352, -1.2309, 1.4959, -1.2588, 0.7230, 2.2054, -2.0693, -0.2515, 0.0234, -3.7351, -0.8572, 0.1243, -2.2370, 1.7338, 2.8908, 2.5637, 1
3.6115, -0.5054, 2.0634, 0.5900, -2.1375, -1.6377, -0.6946, -3.0821, -0.0393, 0.0545, 5.0026, 0.5282, 2.4017, 0.9682, -1.1890, -1.6792, -0.9926, -0.5801, 2.0201, 2.1667, 1
-0.6792, -0.4288, -1.3834, -0.3279, 0.4795, -0.9588, 0.2460, -1.1063, 2.3406, 0.3979, -0.9902, 2.4655, -3.0360, -0.2267, 2.6866, 2.1523, 1.3957, -0.0636, 1.7965, 1.2851, 1
1.9045, -1.7762, 1.9610, -1.5904, -2.2361, -0.0154, -0.1249, 2.2388, -0.3711, 0.5629, -1.7656, -2.1535, -0.6351, 1.0208, 4.5374, -1.8439, 3.1635, -0.4978, 2.4790, -2.5754, 1
0.4584, 0.2783, -0.7838, -0.4783, -0.0017, 0.2257, -3.3060, -2.1939, -1.5427, -4.8220, -2.4006, 1.2918, 0.5346, -1.6206, 1.6303, -0.0144, -1.6372, 1.0847, 2.3199, -0.6179, 1
1.2791, 0.5072, 0.5642, -2.1840, -2.3815, -1.9459, 0.5426, -0.1187, -0.3268, 2.2430, 2.6616, -3.2814, -3.7238, -0.8085, 0.7626, 1.0061, -0.4689, -3.6997, 3.2773, -1.2087, 1
0.6203, 0.0362, -0.5753, 1.9393, 2.1998, -2.3794, -4.4795, -1.1470, 0.5960, 0.4825, 0.6214, 1.9648, 1.7765, -0.7662, -2.4130, -1.3302, 2.0698, -1.2385, 1.9793, 1.1759, 1
3.7692, -0.0188, -4.0482, 3.4998, 0.0583, -0.2162, 2.4927, -0.6050, -1.8584, -0.6117, 1.0064, -0.6810, 3.1632, -1.6869, -1.3572, -2.3951, 3.3259, 3.0089, -0.5249, -1.5429, 1
-3.1051, 2.5191, 1.0878, 1.1194, -0.6574, 2.1040, 0.0427, -2.0834, -1.5894, 0.4565, -2.3934, 0.9155, -1.6605, -0.8390, -0.9424, -0.5810, 0.9035, -2.3245, -1.1811, -2.4322, 1
-0.9176, -1.7749, 0.2251, 0.7675, 3.3529, -0.8527, 2.3175, -0.9719, -1.1986, 1.0796, 1.7583, 1.8910, 0.8857, 0.2505, 3.0660, -0.8539, -1.5013, -1.1237, -2.2661, -1.1937, 1
2.7564, -2.8371, 3.0375, -2.7126, 1.8507, -4.7757, 3.0285, -1.2159, 0.3307, -0.1504, -0.6074, 2.6808, 1.8549, -0.1055, 0.8167, 1.6463, -0.5308, 1.4926, 1.8419, -1.0393, 1
-2.0110, 0.5876, -1.5538, 0.7496, -0.4857, 1.7572, 1.5881, 3.6698, 2.1881, 0.9301, -1.0609, -1.7663, 0.9255, 2.3024, 1.5521, -0.2251, -0.9660, 2.0222, 0.4516, -3.0975, 1
2.6889, -3.8559, -1.3506, -0.7048, 1.0562, -0.9372, -1.2001, -0.0533, 1.9941, -0.5776, 3.6743, 0.4718, -0.8625, -0.7406, -1.1552, 1.1578, -0.5011, -0.2818, -1.0990, 3.1586, 1
-3.3109, -0.5855, 0.6750, 0.5574, 0.0717, 1.3132, 0.4399, -0.3462, -1.8010, 0.5872, -1.8966, -3.5136, 1.6759, -0.4599, -0.8479, -0.3411, -0.2402, -0.5566, -0.3210, 0.4210, 1
-0.2276, 0.9247, 4.3360, 1.7304, 0.8390, 0.1930, 0.6698, 1.4022, 0.7993, 2.0696, 1.9015, -0.3276, -0.8049, 0.8730, 2.9247, -1.8636, 0.7947, -0.0840, -0.2515, -0.3773, 1
2.7234, 1.8775, 0.2807, -0.8768, 1.6164, 0.6323, -0.7361, -0.7034, 0.4675, -2.8673, -0.2514, -0.4794, -0.9742, 1.2186, -1.3123, 0.4151, -0.6696, -0.6776, -0.8472, 4.9614, 1
0.1782, -1.4394, -2.7837, -2.5623, -1.7111, -0.8370, -0.3470, 1.8234, -0.8333, 0.6524, -0.0528, 1.0514, 0.8773, 0.0539, -0.1765, 3.4086, 0.1875, -1.9813, -1.0097, -2.9006, 1
-1.1240, -2.5462, 1.7779, 3.8848, 0.4796, -1.3252, -1.2932, -2.2185, -2.4167, -0.4378, 1.7642, -0.6934, -3.0774, 3.6665, -3.2923, 1.0568, 3.3196, 2.0820, 1.3713, -3.4255, 1
1.4182, -1.2375, -0.0346, -2.5077, -2.1668, -1.7622, 3.3225, -1.5689, -2.3965, -4.1766, 3.1549, 1.1733, -0.9385, -4.2440, -1.8705, -1.3751, 3.5439, -1.5405, 1.1423, -2.9877, 1
